Vehicle Full Code,Vehicle Code,OEM Model Name,SIAM Company Code,SIAM Segment 1,SIAM Segment 2,SIAM Fuel,Month,Year,Production Qty,Domestic Sale,Export Sale,Category,Category Name,YrMth
MSSCF2U1DI,SC,S-CROSS,MARUTI SUZUKI INDIA LTD,SUV,UV1,DIESEL,JUN,2018,3730,4128,0,PVUV,Utility vehicles PV,01-06-2018
MSVIF2U1DI,VI,VITARA BREZZA,MARUTI SUZUKI INDIA LTD,SUV,UV1,DIESEL,JUN,2018,9861,10713,2,PVUV,Utility vehicles PV,01-06-2018
NMTOF2U1DI,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,DIESEL,JUN,2018,26,99,0,PVUV,Utility vehicles PV,01-06-2018
NMTOF2U1PT,TO,TERRANO,NISSAN MOTOR INDIA PVT LTD,SUV,UV1,PETROL,JUN,2018,10,18,10,PVUV,Utility vehicles PV,01-06-2018
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,JUN,2018,51,57,0,PVPC,Passenger car PV,01-06-2018
HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,JUN,2018,64,80,0,PVPC,Passenger car PV,01-06-2018
MMTTF2U1DI,TT,TUV300,MAHINDRA & MAHINDRA LTD,SUV,UV1,DIESEL,JUN,2018,1278,1811,55,PVUV,Utility vehicles PV,01-06-2018
FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,JUN,2018,4,0,0,PVPC,Passenger car PV,01-06-2018
FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,JUN,2018,28,7,0,PVPC,Passenger car PV,01-06-2018
MMQOF2U1DI,QO,Quanto,MAHINDRA & MAHINDRA LTD,SUV,UV1,DIESEL,JUN,2018,0,0,0,PVUV,Utility vehicles PV,01-06-2018
FCCBF2U4DI,CB,JEEP COMPASS,FCA INDIA AUTOMOBILES PVT LTD,SUV,UV4:,DIESEL,JUN,2018,701,1047,50,PVUV,Utility vehicles PV,01-06-2018
TMMIF1V2CN,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,CNG,JUN,2018,0,0,0,PVVN,Vans PV,01-06-2018
TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,JUN,2018,28,9,0,PVVN,Vans PV,01-06-2018
TMAMF1V2DI,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,DIESEL,JUN,2018,584,2388,10,PVVN,Vans PV,01-06-2018
TMAMF1V2CN,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,CNG,JUN,2018,55,0,0,PVVN,Vans PV,01-06-2018
MMMOF1V2DI,MO,Maxximo,MAHINDRA & MAHINDRA LTD,MPV,V2:,DIESEL,JUN,2018,0,0,0,PVVN,Vans PV,01-06-2018
MMJBF1V2DI,JB,JEETO,MAHINDRA & MAHINDRA LTD,MPV,V2:,DIESEL,JUN,2018,706,705,0,PVVN,Vans PV,01-06-2018
TMVEF1V1DI,VE,Venture,TATA MOTORS LTD,MPV,V1:,DIESEL,JUN,2018,0,0,0,PVVN,Vans PV,01-06-2018
MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,JUN,2018,6122,6573,89,PVVN,Vans PV,01-06-2018
MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,JUN,2018,5665,5612,2,PVVN,Vans PV,01-06-2018
FCCBF2U4DI,CB,JEEP COMPASS,FCA INDIA AUTOMOBILES PVT LTD,SUV,UV4:,DIESEL,MAY,2018,536,787,231,PVUV,Utility vehicles PV,01-05-2018
TMIDOBCTDI,ID,Indica,TATA MOTORS LTD,B,Compact:,DIESEL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
TMIDOBCTPT,ID,Indica,TATA MOTORS LTD,B,Compact:,PETROL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
TMBLOBCTPT,BL,Bolt,TATA MOTORS LTD,B,Compact:,PETROL,OCT,2018,5,4,0,PVPC,Passenger car PV,01-10-2018
TMBLOBCTDI,BL,Bolt,TATA MOTORS LTD,B,Compact:,DIESEL,OCT,2018,95,133,0,PVPC,Passenger car PV,01-10-2018
TMICOCCTDI,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,DIESEL,OCT,2018,44,0,18,PVPC,Passenger car PV,01-10-2018
TMTCBBCTDI,TC,TIAGO,TATA MOTORS LTD,B+,Compact:,DIESEL,OCT,2018,1546,1390,0,PVPC,Passenger car PV,01-10-2018
TMTCBBCTPT,TC,TIAGO,TATA MOTORS LTD,B+,Compact:,PETROL,OCT,2018,6356,6159,20,PVPC,Passenger car PV,01-10-2018
TMTFBBCTDI,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,DIESEL,OCT,2018,469,470,0,PVPC,Passenger car PV,01-10-2018
MMSDF1V1EC,SD,SUPRO,MAHINDRA & MAHINDRA LTD,MPV,V1:,ELECTRIC,OCT,2018,8,3,0,PVVN,Vans PV,01-10-2018
MSEEF1V1PT,EE,Eeco,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,OCT,2018,6756,6714,0,PVVN,Vans PV,01-10-2018
MSOIF1V1PT,OI,Omni,MARUTI SUZUKI INDIA LTD,MPV,V1:,PETROL,OCT,2018,7061,6954,149,PVVN,Vans PV,01-10-2018
TMMIF1V2DI,MI,Magic Iris,TATA MOTORS LTD,MPV,V2:,DIESEL,OCT,2018,378,198,0,PVVN,Vans PV,01-10-2018
MMJBF1V2DI,JB,JEETO,MAHINDRA & MAHINDRA LTD,MPV,V2:,DIESEL,OCT,2018,765,822,0,PVVN,Vans PV,01-10-2018
MMMOF1V2DI,MO,Maxximo,MAHINDRA & MAHINDRA LTD,MPV,V2:,DIESEL,OCT,2018,0,0,0,PVVN,Vans PV,01-10-2018
TMAMF1V2CN,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,CNG,OCT,2018,0,0,0,PVVN,Vans PV,01-10-2018
TMAMF1V2DI,AM,ACE Magic,TATA MOTORS LTD,MPV,V2:,DIESEL,OCT,2018,683,407,61,PVVN,Vans PV,01-10-2018
MMVTOCSCEC,VT,VERITO,MAHINDRA & MAHINDRA LTD,C,Super Compact,ELECTRIC,SEP,2018,34,55,0,PVPC,Passenger car PV,01-09-2018
TMTFBBCTEC,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,ELECTRIC,OCT,2018,74,101,0,PVPC,Passenger car PV,01-10-2018
TMTFBBCTPT,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,PETROL,OCT,2018,2790,2356,30,PVPC,Passenger car PV,01-10-2018
TMZTOBCTDI,ZT,Zest,TATA MOTORS LTD,B,Compact:,DIESEL,OCT,2018,1276,753,2,PVPC,Passenger car PV,01-10-2018
TMZTOBCTPT,ZT,Zest,TATA MOTORS LTD,B,Compact:,PETROL,OCT,2018,237,143,0,PVPC,Passenger car PV,01-10-2018
TKGLOCCTPT,GL,GLANZA,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Compact:,PETROL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,OCT,2018,1026,958,4,PVPC,Passenger car PV,01-10-2018
TKLHBBCTPT,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,PETROL,OCT,2018,1253,738,504,PVPC,Passenger car PV,01-10-2018
VIAFCCMSDI,AF,AMEO,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,OCT,2018,362,286,0,PVPC,Passenger car PV,01-10-2018
VIAFCCMSPT,AF,AMEO,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,OCT,2018,508,637,0,PVPC,Passenger car PV,01-10-2018
VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,OCT,2018,749,185,0,PVPC,Passenger car PV,01-10-2018
VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,OCT,2018,3103,1403,1075,PVPC,Passenger car PV,01-10-2018
MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,OCT,2018,43,48,0,PVPC,Passenger car PV,01-10-2018
MMVTOCSCEC,VT,VERITO,MAHINDRA & MAHINDRA LTD,C,Super Compact,ELECTRIC,OCT,2018,226,236,0,PVPC,Passenger car PV,01-10-2018
TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,OCT,2018,2017,1568,0,PVPC,Passenger car PV,01-10-2018
TKESOCSCPT,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,PETROL,OCT,2018,170,109,137,PVPC,Passenger car PV,01-10-2018
VIBEBBSCPT,BE,Beetle,VOLKSWAGEN INDIA PVT LTD,B+,Super Compact,PETROL,OCT,2018,0,1,0,PVPC,Passenger car PV,01-10-2018
HCCTCCMSDI,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,DIESEL,OCT,2018,366,595,0,PVPC,Passenger car PV,01-10-2018
NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,SEP,2018,2803,47,2687,PVPC,Passenger car PV,01-09-2018
SKRDCCMSDI,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,DIESEL,SEP,2018,497,548,0,PVPC,Passenger car PV,01-09-2018
SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,SEP,2018,245,252,0,PVPC,Passenger car PV,01-09-2018
TKAYCCMSPT,AY,YARIS,TOYOTA KIRLOSKAR MOTOR PVT LTD,C+,Mid-Size,PETROL,SEP,2018,2102,1400,0,PVPC,Passenger car PV,01-09-2018
VIVOCCMSDI,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,SEP,2018,283,269,0,PVPC,Passenger car PV,01-09-2018
VIVOCCMSPT,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,SEP,2018,4518,244,3699,PVPC,Passenger car PV,01-09-2018
FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,SEP,2018,2,5,0,PVPC,Passenger car PV,01-09-2018
FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,SEP,2018,1,1,0,PVPC,Passenger car PV,01-09-2018
HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,SEP,2018,0,0,0,PVPC,Passenger car PV,01-09-2018
HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,SEP,2018,0,0,0,PVPC,Passenger car PV,01-09-2018
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,SEP,2018,74,42,0,PVPC,Passenger car PV,01-09-2018
HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,SEP,2018,46,58,0,PVPC,Passenger car PV,01-09-2018
SKOAP3EEDI,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,DIESEL,SEP,2018,55,42,0,PVPC,Passenger car PV,01-09-2018
SKOAP3EEPT,OA,Octavia,SKODAAUTO INDIA PVT LTD,Premium Car 3,Executive,PETROL,SEP,2018,211,178,0,PVPC,Passenger car PV,01-09-2018
TKCAODEEDI,CA,Corolla,TOYOTA KIRLOSKAR MOTOR PVT LTD,D,Executive,DIESEL,SEP,2018,59,39,0,PVPC,Passenger car PV,01-09-2018
TKCAODEEPT,CA,Corolla,TOYOTA KIRLOSKAR MOTOR PVT LTD,D,Executive,PETROL,SEP,2018,203,184,0,PVPC,Passenger car PV,01-09-2018
SKSBOEPMDI,SB,Superb,SKODAAUTO INDIA PVT LTD,E,Premium:,DIESEL,SEP,2018,91,42,0,PVPC,Passenger car PV,01-09-2018
TKESOCSCDI,ES,Etios Sedan,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Super Compact,DIESEL,SEP,2018,2315,2094,0,PVPC,Passenger car PV,01-09-2018
TMICOCCTDI,IC,Indigo CS,TATA MOTORS LTD,C,Compact:,DIESEL,SEP,2018,0,0,0,PVPC,Passenger car PV,01-09-2018
TMTCBBCTDI,TC,TIAGO,TATA MOTORS LTD,B+,Compact:,DIESEL,SEP,2018,854,839,0,PVPC,Passenger car PV,01-09-2018
TMTCBBCTPT,TC,TIAGO,TATA MOTORS LTD,B+,Compact:,PETROL,SEP,2018,7242,7170,17,PVPC,Passenger car PV,01-09-2018
TMTFBBCTDI,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,DIESEL,SEP,2018,454,453,0,PVPC,Passenger car PV,01-09-2018
TMTFBBCTEC,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,ELECTRIC,SEP,2018,0,17,0,PVPC,Passenger car PV,01-09-2018
TMTFBBCTPT,TF,TIGOR,TATA MOTORS LTD,B+,Compact:,PETROL,SEP,2018,1830,1799,0,PVPC,Passenger car PV,01-09-2018
TMZTOBCTDI,ZT,Zest,TATA MOTORS LTD,B,Compact:,DIESEL,SEP,2018,877,776,0,PVPC,Passenger car PV,01-09-2018
TMZTOBCTPT,ZT,Zest,TATA MOTORS LTD,B,Compact:,PETROL,SEP,2018,132,102,0,PVPC,Passenger car PV,01-09-2018
TKGLOCCTPT,GL,GLANZA,TOYOTA KIRLOSKAR MOTOR PVT LTD,C,Compact:,PETROL,SEP,2018,0,0,0,PVPC,Passenger car PV,01-09-2018
TKLHBBCTDI,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,DIESEL,SEP,2018,755,721,0,PVPC,Passenger car PV,01-09-2018
TKLHBBCTPT,LH,Liva Hatchback,TOYOTA KIRLOSKAR MOTOR PVT LTD,B+,Compact:,PETROL,SEP,2018,973,581,445,PVPC,Passenger car PV,01-09-2018
VIAFCCMSDI,AF,AMEO,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,SEP,2018,514,213,0,PVPC,Passenger car PV,01-09-2018
VIAFCCMSPT,AF,AMEO,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,SEP,2018,623,188,0,PVPC,Passenger car PV,01-09-2018
VIPOBBCTDI,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,DIESEL,SEP,2018,546,330,0,PVPC,Passenger car PV,01-09-2018
VIPOBBCTPT,PO,Polo,VOLKSWAGEN INDIA PVT LTD,B+,Compact:,PETROL,SEP,2018,2247,1054,728,PVPC,Passenger car PV,01-09-2018
MMVTOCSCDI,VT,Verito,MAHINDRA & MAHINDRA LTD,C,Super Compact,DIESEL,SEP,2018,0,38,0,PVPC,Passenger car PV,01-09-2018
HCCTCCMSPT,CT,City,HONDA CARS INDIA LTD,C+,Mid-Size,PETROL,OCT,2018,1642,3017,60,PVPC,Passenger car PV,01-10-2018
FIAXBBCTPT,AX,FREESTYLE,FORD INDIA PVT LTD,B+,Compact:,PETROL,OCT,2018,1567,1186,0,PVPC,Passenger car PV,01-10-2018
GMBTOBCTPT,BT,Beat,GENERAL MOTORS INDIA PVT LTD,B,Compact:,PETROL,OCT,2018,6112,0,6371,PVPC,Passenger car PV,01-10-2018
HCAEOCCTDI,AE,Amaze,HONDA CARS INDIA LTD,C,Compact:,DIESEL,OCT,2018,2702,1242,0,PVPC,Passenger car PV,01-10-2018
HCAEOCCTPT,AE,Amaze,HONDA CARS INDIA LTD,C,Compact:,PETROL,OCT,2018,6392,4300,121,PVPC,Passenger car PV,01-10-2018
HCBIOBCTPT,BI,Brio,HONDA CARS INDIA LTD,B,Compact:,PETROL,OCT,2018,0,27,90,PVPC,Passenger car PV,01-10-2018
HCJZBBCTDI,JZ,Jazz,HONDA CARS INDIA LTD,B+,Compact:,DIESEL,OCT,2018,60,82,0,PVPC,Passenger car PV,01-10-2018
HCJZBBCTPT,JZ,Jazz,HONDA CARS INDIA LTD,B+,Compact:,PETROL,OCT,2018,525,975,120,PVPC,Passenger car PV,01-10-2018
HYSROBMIPT,SR,Santro,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,OCT,2018,8750,8535,2,PVPC,Passenger car PV,01-10-2018
HYN2BBCTDI,N2,Elite i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,DIESEL,OCT,2018,3768,3293,500,PVPC,Passenger car PV,01-10-2018
HYN2BBCTPT,N2,Elite i20,HYUNDAI MOTOR INDIA LTD,B+,Compact:,PETROL,OCT,2018,9333,9997,902,PVPC,Passenger car PV,01-10-2018
HYGIBBCTDI,GI,Grand i10,HYUNDAI MOTOR INDIA LTD,B+,Compact:,DIESEL,OCT,2018,988,546,0,PVPC,Passenger car PV,01-10-2018
HYGIBBCTPT,GI,Grand i10,HYUNDAI MOTOR INDIA LTD,B+,Compact:,PETROL,OCT,2018,14125,11274,3817,PVPC,Passenger car PV,01-10-2018
HYXCOCCTDI,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,DIESEL,OCT,2018,1728,860,0,PVPC,Passenger car PV,01-10-2018
HYXCOCCTPT,XC,Xcent,HYUNDAI MOTOR INDIA LTD,C,Compact:,PETROL,OCT,2018,4556,2283,1447,PVPC,Passenger car PV,01-10-2018
MMVBBBCTDI,VB,Vibe,MAHINDRA & MAHINDRA LTD,B+,Compact:,DIESEL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
MSBAOCCTDI,BA,BALENO,MARUTI SUZUKI INDIA LTD,C,Compact:,DIESEL,OCT,2018,2097,2279,0,PVPC,Passenger car PV,01-10-2018
MSBAOCCTPT,BA,BALENO,MARUTI SUZUKI INDIA LTD,C,Compact:,PETROL,OCT,2018,17946,16378,3201,PVPC,Passenger car PV,01-10-2018
MSCOOBCTPT,CO,Celerio,MARUTI SUZUKI INDIA LTD,B,Compact:,PETROL,OCT,2018,10018,9260,653,PVPC,Passenger car PV,01-10-2018
MSDEOCSCDI,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,DIESEL,OCT,2018,9530,8094,0,PVPC,Passenger car PV,01-10-2018
MSDEOCSCPT,DE,DZIRES,MARUTI SUZUKI INDIA LTD,C,Super Compact,PETROL,OCT,2018,11677,9310,1025,PVPC,Passenger car PV,01-10-2018
MSIGOCCTDI,IG,IGNIS,MARUTI SUZUKI INDIA LTD,C,Compact:,DIESEL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
MSIGOCCTPT,IG,IGNIS,MARUTI SUZUKI INDIA LTD,C,Compact:,PETROL,OCT,2018,2379,2253,155,PVPC,Passenger car PV,01-10-2018
MSSWBBCTDI,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,DIESEL,OCT,2018,3305,3617,0,PVPC,Passenger car PV,01-10-2018
MSSWBBCTPT,SW,Swift,MARUTI SUZUKI INDIA LTD,B+,Compact:,PETROL,OCT,2018,17215,13598,1004,PVPC,Passenger car PV,01-10-2018
NMDGOBCTPT,DG,DATSUN GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,PETROL,OCT,2018,1419,840,119,PVPC,Passenger car PV,01-10-2018
NMDOOBCTPT,DO,Datsun Redi-GO,NISSAN MOTOR INDIA PVT LTD,B,Compact:,PETROL,OCT,2018,2287,1151,8,PVPC,Passenger car PV,01-10-2018
NMMRBBCTDI,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,DIESEL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
RIDRF2U1DI,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,DIESEL,OCT,2018,313,347,15,PVUV,Utility vehicles PV,01-10-2018
RIDRF2U1PT,DR,Duster,RENAULT INDIA PVT LTD,SUV,UV1,PETROL,OCT,2018,344,403,40,PVUV,Utility vehicles PV,01-10-2018
TMAIF2U1DI,AI,NEXON,TATA MOTORS LTD,SUV,UV1,DIESEL,OCT,2018,2046,2152,6,PVUV,Utility vehicles PV,01-10-2018
TMAIF2U1PT,AI,NEXON,TATA MOTORS LTD,SUV,UV1,PETROL,OCT,2018,2475,2456,8,PVUV,Utility vehicles PV,01-10-2018
TMSOF1U1DI,SO,TATA Sumo,TATA MOTORS LTD,MPV,UV1,DIESEL,OCT,2018,834,732,44,PVUV,Utility vehicles PV,01-10-2018
HCBRF2U1DI,BR,BR-V,HONDA CARS INDIA LTD,SUV,UV1,DIESEL,OCT,2018,119,169,0,PVUV,Utility vehicles PV,01-10-2018
HCBRF2U1PT,BR,BR-V,HONDA CARS INDIA LTD,SUV,UV1,PETROL,OCT,2018,240,299,40,PVUV,Utility vehicles PV,01-10-2018
HYVRCCMSDI,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,DIESEL,OCT,2018,1782,1574,1592,PVPC,Passenger car PV,01-10-2018
HYVRCCMSPT,VR,Verna,HYUNDAI MOTOR INDIA LTD,C+,Mid-Size,PETROL,OCT,2018,3603,1727,2278,PVPC,Passenger car PV,01-10-2018
MSCICCMSDI,CI,CIAZ,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,DIESEL,OCT,2018,1053,1190,0,PVPC,Passenger car PV,01-10-2018
MSCICCMSPT,CI,CIAZ,MARUTI SUZUKI INDIA LTD,C+,Mid-Size,PETROL,OCT,2018,2460,2702,165,PVPC,Passenger car PV,01-10-2018
NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,OCT,2018,2,0,0,PVPC,Passenger car PV,01-10-2018
NMSYCCMSPT,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,PETROL,OCT,2018,4862,25,3650,PVPC,Passenger car PV,01-10-2018
SKRDCCMSDI,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,DIESEL,OCT,2018,877,799,0,PVPC,Passenger car PV,01-10-2018
SKRDCCMSPT,RD,Rapid,SKODAAUTO INDIA PVT LTD,C+,Mid-Size,PETROL,OCT,2018,327,326,0,PVPC,Passenger car PV,01-10-2018
TKAYCCMSPT,AY,YARIS,TOYOTA KIRLOSKAR MOTOR PVT LTD,C+,Mid-Size,PETROL,OCT,2018,320,421,0,PVPC,Passenger car PV,01-10-2018
VIVOCCMSDI,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,DIESEL,OCT,2018,797,293,28,PVPC,Passenger car PV,01-10-2018
VIVOCCMSPT,VO,Vento,VOLKSWAGEN INDIA PVT LTD,C+,Mid-Size,PETROL,OCT,2018,2130,187,2113,PVPC,Passenger car PV,01-10-2018
FALACCEEDI,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,DIESEL,OCT,2018,0,9,0,PVPC,Passenger car PV,01-10-2018
FALACCEEPT,LA,Linea,FIAT INDIA AUTOMOBILES PVT LTD,C+,Executive,PETROL,OCT,2018,0,3,0,PVPC,Passenger car PV,01-10-2018
HCCCODEEDI,CC,Civic,HONDA CARS INDIA LTD,D,Executive,DIESEL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
HCCCODEEPT,CC,Civic,HONDA CARS INDIA LTD,D,Executive,PETROL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
HYETODEEDI,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,DIESEL,OCT,2018,23,39,0,PVPC,Passenger car PV,01-10-2018
HYETODEEPT,ET,Elantra,HYUNDAI MOTOR INDIA LTD,D,Executive,PETROL,OCT,2018,97,76,0,PVPC,Passenger car PV,01-10-2018
NMMRBBCTPT,MR,Micra,NISSAN MOTOR INDIA PVT LTD,B+,Compact:,PETROL,OCT,2018,409,249,190,PVPC,Passenger car PV,01-10-2018
TMNOALMOPT,NO,Nano,TATA MOTORS LTD,A LOW,Micro,PETROL,OCT,2018,71,54,0,PVPC,Passenger car PV,01-10-2018
HYENOBMIPT,EN,Eon,HYUNDAI MOTOR INDIA LTD,B,Mini:,PETROL,OCT,2018,4,5,7,PVPC,Passenger car PV,01-10-2018
MMAJOBMIEC,AJ,E2O,MAHINDRA & MAHINDRA LTD,B,Mini:,ELECTRIC,OCT,2018,26,10,0,PVPC,Passenger car PV,01-10-2018
MSAOOBMIPT,AO,Alto,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,OCT,2018,23058,22180,1331,PVPC,Passenger car PV,01-10-2018
MSWROBMIPT,WR,Wagon R,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,OCT,2018,11237,10655,141,PVPC,Passenger car PV,01-10-2018
MSSZOBMIPT,SZ,S-PRESSO,MARUTI SUZUKI INDIA LTD,B,Mini:,PETROL,OCT,2018,0,0,0,PVPC,Passenger car PV,01-10-2018
RIKWOBMIPT,KW,KWID,RENAULT INDIA PVT LTD,B,Mini:,PETROL,OCT,2018,6113,6035,929,PVPC,Passenger car PV,01-10-2018
FAANF1U1DI,AN,Avventura,FIAT INDIA AUTOMOBILES PVT LTD,MPV,UV1,DIESEL,OCT,2018,53,42,0,PVUV,Utility vehicles PV,01-10-2018
FAANF1U1PT,AN,Avventura,FIAT INDIA AUTOMOBILES PVT LTD,MPV,UV1,PETROL,OCT,2018,0,2,0,PVUV,Utility vehicles PV,01-10-2018
FAGPBBCTDI,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,DIESEL,OCT,2018,0,30,0,PVPC,Passenger car PV,01-10-2018
FAGPBBCTPT,GP,Grande Punto,FIAT INDIA AUTOMOBILES PVT LTD,B+,Compact:,PETROL,OCT,2018,2,14,0,PVPC,Passenger car PV,01-10-2018
FIFGOBCTDI,FG,Figo,FORD INDIA PVT LTD,B,Compact:,DIESEL,OCT,2018,591,5,546,PVPC,Passenger car PV,01-10-2018
FIFGOBCTPT,FG,Figo,FORD INDIA PVT LTD,B,Compact:,PETROL,OCT,2018,5055,60,5084,PVPC,Passenger car PV,01-10-2018
FIFBOBCTDI,FB,FIGO ASPIRE,FORD INDIA PVT LTD,B,Compact:,DIESEL,OCT,2018,1658,1285,3,PVPC,Passenger car PV,01-10-2018
FIFBOBCTPT,FB,FIGO ASPIRE,FORD INDIA PVT LTD,B,Compact:,PETROL,OCT,2018,2155,1235,215,PVPC,Passenger car PV,01-10-2018
FIAXBBCTDI,AX,FREESTYLE,FORD INDIA PVT LTD,B+,Compact:,DIESEL,OCT,2018,765,743,0,PVPC,Passenger car PV,01-10-2018
NMSYCCMSDI,SY,Sunny,NISSAN MOTOR INDIA PVT LTD,C+,Mid-Size,DIESEL,SEP,2018,73,119,0,PVPC,Passenger car PV,01-09-2018
TKCYOEPMHY,CY,CAMRY,TOYOTA KIRLOSKAR MOTOR PVT LTD,E,Premium:,HYBRID,SEP,2018,49,35,0,PVPC,Passenger car PV,01-09-2018
FIMUOEPMPT,MU,MUSTANG,FORD INDIA PVT LTD,E,Premium:,PETROL,SEP,2018,0,5,0,PVPC,Passenger car PV,01-09-2018
VIPTOEPMDI,PT,Passat,VOLKSWAGEN INDIA PVT LTD,E,Premium:,DIESEL,SEP,2018,44,41,0,PVPC,Passenger car PV,01-09-2018
TKIAF1U2PT,IA,Innova,TOYOTA KIRLOSKAR MOTOR PVT LTD,MPV,UV2,PETROL,SEP,2018,79,65,0,PVUV,Utility vehicles PV,01-09-2018
